*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec17/621.wrf-s1.trace.xz
Heartbeat CPU  0 instructions:   42000001 cycles:   38830525 heartbeat IPC: 1.21520 cumulative IPC: 0.96696 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   41236060 heartbeat IPC: 0.41571 cumulative IPC: 0.92960 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   42320860 heartbeat IPC: 0.92183 cumulative IPC: 0.92937 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   43253465 heartbeat IPC: 1.07227 cumulative IPC: 0.93292 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   46000003 cycles:   44020047 heartbeat IPC: 1.30449 cumulative IPC: 0.94037 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   44761823 heartbeat IPC: 1.34812 cumulative IPC: 0.94812 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   45601297 heartbeat IPC: 1.19122 cumulative IPC: 0.95323 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   46629989 heartbeat IPC: 0.97211 cumulative IPC: 0.95371 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   47562496 heartbeat IPC: 1.07238 cumulative IPC: 0.95636 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   48444449 heartbeat IPC: 1.13384 cumulative IPC: 0.96002 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   49694645 heartbeat IPC: 0.79987 cumulative IPC: 0.95547 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   50599422 heartbeat IPC: 1.10524 cumulative IPC: 0.95849 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   51500969 heartbeat IPC: 1.10920 cumulative IPC: 0.96146 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   55000000 cycles:   52391671 heartbeat IPC: 1.12271 cumulative IPC: 0.96453 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   53414163 heartbeat IPC: 0.97800 cumulative IPC: 0.96482 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   57000002 cycles:   54960607 heartbeat IPC: 0.64665 cumulative IPC: 0.95483 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   58000002 cycles:   56106817 heartbeat IPC: 0.87244 cumulative IPC: 0.95295 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   57144264 heartbeat IPC: 0.96391 cumulative IPC: 0.95317 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   58128000 heartbeat IPC: 1.01653 cumulative IPC: 0.95436 (Simulation time: 0 hr 2 min 15 sec) 
Finished CPU 0 instructions: 50000000 cycles: 52391003 cumulative IPC: 0.95436 (Simulation time: 0 hr 2 min 15 sec) 

ChampSim completed all CPUs

[ROI Statistics]
Core_0_instructions 50000000
Core_0_cycles 52391003
Core_0_IPC 0.95436

Core_0_branch_prediction_accuracy 99.34653
Core_0_branch_MPKI 0.34402
Core_0_average_ROB_occupancy_at_mispredict 228.02593

Core_0_L1D_total_access 11267532
Core_0_L1D_total_hit 9901577
Core_0_L1D_total_miss 1365955
Core_0_L1D_loads 9194946
Core_0_L1D_load_hit 8042260
Core_0_L1D_load_miss 1152686
Core_0_L1D_RFOs 2072586
Core_0_L1D_RFO_hit 1859317
Core_0_L1D_RFO_miss 213269
Core_0_L1D_prefetches 0
Core_0_L1D_prefetch_hit 0
Core_0_L1D_prefetch_miss 0
Core_0_L1D_writebacks 0
Core_0_L1D_writeback_hit 0
Core_0_L1D_writeback_miss 0
Core_0_L1D_prefetch_requested 0
Core_0_L1D_prefetch_dropped 0
Core_0_L1D_prefetch_issued 0
Core_0_L1D_prefetch_filled 0
Core_0_L1D_prefetch_useful 0
Core_0_L1D_prefetch_useless 0
Core_0_L1D_prefetch_late 0
Core_0_L1D_average_miss_latency 111.70247

Core_0_L1D_rq_access 14290402
Core_0_L1D_rq_forward 0
Core_0_L1D_rq_merged 4574522
Core_0_L1D_rq_to_cache 9715852
Core_0_L1D_rq_full 0

Core_0_L1D_wq_access 2871696
Core_0_L1D_wq_forward 28
Core_0_L1D_wq_merged 59
Core_0_L1D_wq_to_cache 2871637
Core_0_L1D_wq_full 250

Core_0_L1D_pq_access 0
Core_0_L1D_pq_forward 0
Core_0_L1D_pq_merged 0
Core_0_L1D_pq_to_cache 0
Core_0_L1D_pq_full 0

Core_0_L1D_acc_epochs 55717
Core_0_L1D_acc_level_0 55717
Core_0_L1D_acc_level_1 0
Core_0_L1D_acc_level_2 0
Core_0_L1D_acc_level_3 0
Core_0_L1D_acc_level_4 0
Core_0_L1D_acc_level_5 0
Core_0_L1D_acc_level_6 0
Core_0_L1D_acc_level_7 0
Core_0_L1D_acc_level_8 0
Core_0_L1D_acc_level_9 0

Core_0_L1I_total_access 11284394
Core_0_L1I_total_hit 11282344
Core_0_L1I_total_miss 2050
Core_0_L1I_loads 11284394
Core_0_L1I_load_hit 11282344
Core_0_L1I_load_miss 2050
Core_0_L1I_RFOs 0
Core_0_L1I_RFO_hit 0
Core_0_L1I_RFO_miss 0
Core_0_L1I_prefetches 0
Core_0_L1I_prefetch_hit 0
Core_0_L1I_prefetch_miss 0
Core_0_L1I_writebacks 0
Core_0_L1I_writeback_hit 0
Core_0_L1I_writeback_miss 0
Core_0_L1I_prefetch_requested 0
Core_0_L1I_prefetch_dropped 0
Core_0_L1I_prefetch_issued 0
Core_0_L1I_prefetch_filled 0
Core_0_L1I_prefetch_useful 0
Core_0_L1I_prefetch_useless 0
Core_0_L1I_prefetch_late 0
Core_0_L1I_average_miss_latency 167.57659

Core_0_L1I_rq_access 50000007
Core_0_L1I_rq_forward 0
Core_0_L1I_rq_merged 38714023
Core_0_L1I_rq_to_cache 11285984
Core_0_L1I_rq_full 0

Core_0_L1I_wq_access 0
Core_0_L1I_wq_forward 0
Core_0_L1I_wq_merged 0
Core_0_L1I_wq_to_cache 0
Core_0_L1I_wq_full 0

Core_0_L1I_pq_access 0
Core_0_L1I_pq_forward 0
Core_0_L1I_pq_merged 0
Core_0_L1I_pq_to_cache 0
Core_0_L1I_pq_full 0

Core_0_L1I_acc_epochs 55717
Core_0_L1I_acc_level_0 55717
Core_0_L1I_acc_level_1 0
Core_0_L1I_acc_level_2 0
Core_0_L1I_acc_level_3 0
Core_0_L1I_acc_level_4 0
Core_0_L1I_acc_level_5 0
Core_0_L1I_acc_level_6 0
Core_0_L1I_acc_level_7 0
Core_0_L1I_acc_level_8 0
Core_0_L1I_acc_level_9 0

Core_0_L2C_total_access 5852704
Core_0_L2C_total_hit 4787682
Core_0_L2C_total_miss 1065022
Core_0_L2C_loads 1154684
Core_0_L2C_load_hit 993429
Core_0_L2C_load_miss 161255
Core_0_L2C_RFOs 213269
Core_0_L2C_RFO_hit 53497
Core_0_L2C_RFO_miss 159772
Core_0_L2C_prefetches 4018992
Core_0_L2C_prefetch_hit 3275044
Core_0_L2C_prefetch_miss 743948
Core_0_L2C_writebacks 465759
Core_0_L2C_writeback_hit 465712
Core_0_L2C_writeback_miss 47
Core_0_L2C_prefetch_requested 6223876
Core_0_L2C_prefetch_dropped 160117
Core_0_L2C_prefetch_issued 6063759
Core_0_L2C_prefetch_filled 826052
Core_0_L2C_prefetch_useful 777219
Core_0_L2C_prefetch_useless 48664
Core_0_L2C_prefetch_late 106462
Core_0_L2C_average_miss_latency 385.78345

Core_0_L2C_rq_access 1368005
Core_0_L2C_rq_forward 0
Core_0_L2C_rq_merged 0
Core_0_L2C_rq_to_cache 1367954
Core_0_L2C_rq_full 0

Core_0_L2C_wq_access 465760
Core_0_L2C_wq_forward 242
Core_0_L2C_wq_merged 0
Core_0_L2C_wq_to_cache 465760
Core_0_L2C_wq_full 0

Core_0_L2C_pq_access 6063759
Core_0_L2C_pq_forward 0
Core_0_L2C_pq_merged 471280
Core_0_L2C_pq_to_cache 5592288
Core_0_L2C_pq_full 0

Core_0_L2C_acc_epochs 55717
Core_0_L2C_acc_level_0 3742
Core_0_L2C_acc_level_1 718
Core_0_L2C_acc_level_2 611
Core_0_L2C_acc_level_3 630
Core_0_L2C_acc_level_4 643
Core_0_L2C_acc_level_5 1020
Core_0_L2C_acc_level_6 1490
Core_0_L2C_acc_level_7 2567
Core_0_L2C_acc_level_8 5835
Core_0_L2C_acc_level_9 38461

Core_0_LLC_total_access 1436556
Core_0_LLC_total_hit 389649
Core_0_LLC_total_miss 1046907
Core_0_LLC_loads 54942
Core_0_LLC_load_hit 10946
Core_0_LLC_load_miss 43996
Core_0_LLC_RFOs 159654
Core_0_LLC_RFO_hit 4701
Core_0_LLC_RFO_miss 154953
Core_0_LLC_prefetches 850377
Core_0_LLC_prefetch_hit 79440
Core_0_LLC_prefetch_miss 770937
Core_0_LLC_writebacks 371583
Core_0_LLC_writeback_hit 294562
Core_0_LLC_writeback_miss 77021
Core_0_LLC_prefetch_requested 0
Core_0_LLC_prefetch_dropped 0
Core_0_LLC_prefetch_issued 0
Core_0_LLC_prefetch_filled 851950
Core_0_LLC_prefetch_useful 5599
Core_0_LLC_prefetch_useless 818606
Core_0_LLC_prefetch_late 0
Core_0_LLC_average_miss_latency 393.46341

Core_0_LLC_rq_access 214598
Core_0_LLC_rq_forward 0
Core_0_LLC_rq_merged 0
Core_0_LLC_rq_to_cache 214596
Core_0_LLC_rq_full 0

Core_0_LLC_wq_access 371583
Core_0_LLC_wq_forward 2
Core_0_LLC_wq_merged 0
Core_0_LLC_wq_to_cache 371583
Core_0_LLC_wq_full 0

Core_0_LLC_pq_access 932517
Core_0_LLC_pq_forward 0
Core_0_LLC_pq_merged 0
Core_0_LLC_pq_to_cache 932517
Core_0_LLC_pq_full 0

Core_0_LLC_acc_epochs 56766
Core_0_LLC_acc_level_0 56029
Core_0_LLC_acc_level_1 241
Core_0_LLC_acc_level_2 119
Core_0_LLC_acc_level_3 71
Core_0_LLC_acc_level_4 49
Core_0_LLC_acc_level_5 49
Core_0_LLC_acc_level_6 29
Core_0_LLC_acc_level_7 12
Core_0_LLC_acc_level_8 17
Core_0_LLC_acc_level_9 150

Core_0_major_page_fault 0
Core_0_minor_page_fault 6870

scooby_st_lookup 1244132
scooby_st_hit 1206090
scooby_st_evict 37978
scooby_st_insert 38042
scooby_st_streaming 0

scooby_predict_called 1244132
scooby_predict_out_of_bounds 24853
scooby_predict_action_1 1182621
scooby_predict_issue_action_1 1172973
scooby_predict_hit_action_1 9648
scooby_predict_out_of_bounds_action_1 18503
scooby_predict_action_3 938
scooby_predict_issue_action_3 921
scooby_predict_hit_action_3 17
scooby_predict_out_of_bounds_action_3 46
scooby_predict_action_4 566
scooby_predict_issue_action_4 564
scooby_predict_hit_action_4 2
scooby_predict_out_of_bounds_action_4 35
scooby_predict_action_5 13309
scooby_predict_issue_action_5 13248
scooby_predict_hit_action_5 61
scooby_predict_out_of_bounds_action_5 1144
scooby_predict_action_10 10558
scooby_predict_issue_action_10 10555
scooby_predict_hit_action_10 3
scooby_predict_out_of_bounds_action_10 1858
scooby_predict_action_11 8954
scooby_predict_issue_action_11 8945
scooby_predict_hit_action_11 9
scooby_predict_out_of_bounds_action_11 2152
scooby_predict_action_12 394
scooby_predict_issue_action_12 393
scooby_predict_hit_action_12 1
scooby_predict_out_of_bounds_action_12 86
scooby_predict_action_22 312
scooby_predict_issue_action_22 312
scooby_predict_hit_action_22 0
scooby_predict_out_of_bounds_action_22 167
scooby_predict_action_23 447
scooby_predict_issue_action_23 446
scooby_predict_hit_action_23 1
scooby_predict_out_of_bounds_action_23 309
scooby_predict_action_30 347
scooby_predict_issue_action_30 346
scooby_predict_hit_action_30 1
scooby_predict_out_of_bounds_action_30 343
scooby_predict_action_32 177
scooby_predict_issue_action_32 175
scooby_predict_hit_action_32 2
scooby_predict_out_of_bounds_action_32 189
scooby_predict_action_-1 151
scooby_predict_issue_action_-1 19
scooby_predict_hit_action_-1 132
scooby_predict_out_of_bounds_action_-1 2
scooby_predict_action_-3 149
scooby_predict_issue_action_-3 24
scooby_predict_hit_action_-3 125
scooby_predict_out_of_bounds_action_-3 2
scooby_predict_action_-6 153
scooby_predict_issue_action_-6 42
scooby_predict_hit_action_-6 111
scooby_predict_out_of_bounds_action_-6 17
scooby_predict_action_0 203
scooby_predict_issue_action_0 0
scooby_predict_hit_action_0 0
scooby_predict_out_of_bounds_action_0 0
scooby_predict_multi_deg_called 1125865
scooby_predict_predicted 6223876
scooby_predict_multi_deg 5014913
scooby_predict_multi_deg_2 1104205
scooby_predict_multi_deg_3 1045995
scooby_predict_multi_deg_4 1027227
scooby_predict_multi_deg_5 927769
scooby_predict_multi_deg_6 909717
scooby_predict_multi_deg_7 0
scooby_predict_multi_deg_8 0
scooby_predict_multi_deg_9 0
scooby_predict_multi_deg_10 0
scooby_predict_multi_deg_11 0
scooby_predict_multi_deg_12 0
scooby_predict_multi_deg_13 0
scooby_predict_multi_deg_14 0
scooby_predict_multi_deg_15 0
scooby_predict_multi_deg_16 0

scooby_selected_deg_1 83098
scooby_selected_deg_2 39815
scooby_selected_deg_3 0
scooby_selected_deg_4 85876
scooby_selected_deg_5 0
scooby_selected_deg_6 1000174
scooby_selected_deg_7 0
scooby_selected_deg_8 0
scooby_selected_deg_9 0
scooby_selected_deg_10 0
scooby_selected_deg_11 0
scooby_selected_deg_12 0
scooby_selected_deg_13 0
scooby_selected_deg_14 0
scooby_selected_deg_15 0
scooby_selected_deg_16 0

scooby_state_8e7320|0|0 59,0,0,0,138,7,0,0,0,0,0,0,0,0,0,204,
scooby_state_8e7320|1|0 58,0,0,0,140,6,0,0,0,0,0,0,0,0,0,204,
scooby_state_8e7320|2|0 59,0,0,0,141,4,0,0,0,0,0,0,0,0,0,204,
scooby_state_8e7320|3|0 57,0,0,0,137,4,0,0,0,0,0,0,0,0,0,198,
scooby_state_8e7320|4|0 59,0,0,0,132,7,0,0,0,0,0,0,0,0,0,198,
scooby_state_8e7620|2|0 38,0,0,0,138,0,0,0,0,0,0,0,0,0,0,176,
scooby_state_8e7620|1|0 37,0,0,0,138,0,0,0,0,0,0,0,0,0,0,175,
scooby_state_8e7620|4|0 36,0,0,0,139,0,0,0,0,0,0,0,0,0,0,175,
scooby_state_8e7620|0|0 36,0,0,0,139,0,0,0,0,0,0,0,0,0,0,175,
scooby_state_8e7620|3|0 36,0,0,0,134,0,0,0,0,0,0,0,0,0,0,170,
scooby_state_8e7320|34|5 8,0,0,0,43,93,0,0,0,4,0,0,0,0,2,150,
scooby_state_8e7320|56|5 9,0,0,0,45,94,0,0,0,1,0,0,0,0,1,150,
scooby_state_8e7320|35|5 9,0,0,0,43,93,0,0,0,3,0,0,0,0,2,150,
